id,title,artist,chart_date,chords
341,Easy,Commodores,1977-09-17,N|I|iii7|ii7|IV|I|iii7|ii7|ii7|ii7|I|iii7|ii7|IV|I|iii7|ii7|IV|I|I|iii7|ii7|IV|I|iii7|ii7|ii7|IV|IV|I|iii7|ii7|IV|I|iii7|ii7|IV|I|iii7|ii7|IV|bVII|IV|IV|IV|I|I|I|iii7|ii7|IV|I|iii7|ii7|IV|I|I|iii7|ii7|IV|I|iii7|ii7|ii7|IV|IV|I|iii7|ii7|IV|I|iii7|ii7|IV|I|iii7|ii7|IV|bVII|IV|IV|IV|I|I|bVIImaj7|bVIImaj7|vi7|v7|bVII|vi7|bVIImaj7|bVIImaj7|vi7|v7|bVII|vi7|bVIImaj7|bVIImaj7|vi7|v7|bVII|bVII|bIII|bVII|bVII|v7|IV|IV|IV|I|iii7|ii7|IV|I|iii7|ii7|IV|I|I|iii7|ii7|IV|I|iii7|ii7|ii7|IV|IV|I|iii7|ii7|IV|I|iii7|ii7|IV|I|iii7|ii7|IV|I|iii7|ii7|biii7|biii7|#IV|bII|iv7|biii7|#IV|bII|iv7|biii7|#IV|bII|bII|iv7|biii7|#IV|bII|iv7|biii7|#IV|bII|bII|N
343,If I Were Your Woman,Gladys Knight & The Pips,1971-02-13,N|I|I|iv|iv|I|I|iv|iv|vi|vi|X|X|I|I|VI7|VI7|ii|ii|vi|vi|ii|ii|vi|vi|IV|IV|vi|vi|vi|I|I|iv|iv|vi|vi|X|X|I|I|VI7|VI7|ii|ii|vi|vi|ii|ii|bVI|bVI|I|I|iv|iv|I|I|VI7|VI7|iv|iv|iv|I|I|iv|iv|I|I|iv|iv|vi|vi|X|X|I|I|X|VI7|ii|ii|vi|vi|ii|ii|vi|vi|I|I|iv|iv|I|I|VI7|VI7|iv|iv|I|I|iv|iv|I|I|VI7|VI7|iv|iv|I|I|iv|iv|I|I|iv|iv|I|I|iv|iv|I|I|iv|iv|iv|N
345,Doo Doo Doo Doo Doo (Heartbreaker),The Rolling Stones,1974-03-02,N|I|III|VI|I|I|III|VI|I|I|i7|i7|iv|i7|i7|i7|iv|i7|i|III|VI|i|i|III|VI|i|i7|i7|iv|i7|i7|i7|iv|i7|i|III|VI|i|i|III|VI|i|i|III|VI|i|i|III|VI|i|i|i7|i7|iv|i7|i7|i7|iv|i7|i7|i|III|VI|i|i|III|VI|i|i|III|VI|i|i|III|VI|i|i|III|VI|i|i|III|VI|i|i|III|VI|i|i|III|VI|i|i|III|VI|i|i|III|VI|i|i|N
346,Living It Down,Freddy Fender,1976-11-06,N|I|IV|I|V7|V7|I|I7|IV|IV|I|II7|ii7|V7|I|I7|IV|IV|X|I|V7|IV|I|V7|I|I7|IV|IV|I|II7|ii7|V7|I|I7|IV|X|I|V7|IV|I|I|I7|IV|IV|I|II7|ii7|V7|I|I7|IV|IV|X|I|V7|IV|I|I|N|N|N
347,Sunflower,Glen Campbell,1977-07-23,N|I|I|IV|I|I|IV|I|I|IV|I|I|IV|IV|I|IV|I|IV|I|I|V|I|IV|I|IV|V|I|I|IV|IV|IV|IV|I|I|IV|IV|IV|IV|I|I|V|V|I|IV|I|IV|I|I|V|I|IV|I|IV|V|I|I|IV|IV|IV|IV|I|I|IV|IV|IV|IV|I|I|V|V|I|IV|I|IV|I|I|V|I|IV|I|IV|V|I|I|I|I|IV|I|IV|I|I|V|I|IV|I|IV|V|I|I|V|I|IV|I|IV|I|I|V|I|IV|I|IV|V|V|N
348,The Best,Tina Turner,1989-11-04,N|I|I|X|X|X|I|I|I|I|Imaj7|I|I|I|I|I|Imaj7|I|vi7|vi7|IV|IV|I|I|I|I|Imaj7|I|I|I|I|I|Imaj7|I|vi7|vi7|IV|V7|I|I|X|I|I|I|X|I|vi7|vi7|IV|vi7|V|V|I|I|X|I|I|I|X|I|vi7|vi7|IV|vi7|V|V|I|I|I|I|Imaj7|I|I|I|I|I|Imaj7|I|vi7|vi7|IV|V7|I|I|X|I|I|I|X|I|vi7|vi7|IV|vi7|V|V|I|I|X|I|I|I|X|I|vi7|vi7|IV|vi7|V|V|IV|IV|vi7|vi7|IV|IV|V|V|VI|I|I|X|I|I|I|X|I|vi7|vi7|IV|vi7|V|V|V|I|I|X|I|I|I|X|I|vi7|vi7|IV|vi7|V|V|I|I|X|I|I|I|X|I|vi7|vi7|IV|vi7|V|V|V|I|I|I|I|X|I|I|I|X|I|I|I|X|I|V|V|V|I|I|X|I|I|I|X|I|vi7|vi7|IV|vi7|V|V|I|I|X|I|I|I|X|I|vi7|vi7|IV|vi7|V|V|I|I|X|I|I|I|X|I|vi7|vi7|IV|vi7|V|V|V|I|I|I|N|N|N
349,Don t Treat Me Bad,Firehouse,1991-03-09,N|N|I|V|IV|V|I|V|IV|V|I|V|IV|V|vi7|iii|IV|V|I|V|IV|V|vi7|iii|IV|V|IV|V|iii|vi7|V|IV|V|iii|vi7|V|IV|V|iii|vi7|V|ii|V|V|I|ii|IV|V|I|ii|IV|V|I|ii|IV|V|I|ii|V|V|I|IV|ii|V|I|IV|ii|V|I|V|IV|V|vi7|iii|IV|V|I|V|IV|V|vi7|iii|IV|V|IV|V|iii|vi7|V|IV|V|iii|vi7|V|IV|V|iii|vi7|V|ii|V|V|I|ii|IV|V|I|ii|IV|V|I|ii|IV|V|I|ii|V|V|N|N|I|IV|ii|V|I|IV|ii|V|I|V|IV|V|vi7|iii|IV|V|vi7|iii|IV|V|V|ii|V|V|V|V|V|I|ii|IV|V|I|ii|IV|V|I|ii|IV|V|I|ii|IV|V|I|ii|IV|V|I|ii|V|I|ii|IV|V|I|ii|IV|V|I|ii|IV|V|I|ii|V|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|V|IV|V|I|I|N|N|N|N
351,Roll On Down The Highway,Bachman-Turner Overdrive,1975-01-25,N|I|bVI|bVII|I|bVI|bVII|I|bVI|bVII|I|I|I|I|I|bVII|bVII|bVI|bVI|X|V|I|I|bVII|bVII|bVI|bVI|X|V|I|IV|I|IV|I|IV|I|bVI|bVII|bVII|I|I|I|I|I|I|I|bVII|bVII|bVI|bVI|X|V|I|I|bVII|bVII|bVI|bVI|X|V|I|IV|I|IV|I|IV|I|bVI|bVII|bVII|I|bVI|bVII|I|bVI|bVII|I|bVI|bVII|I|I|bVII|bVII|bVI|bVI|X|V|I|I|bVII|bVII|bVI|bVI|X|V|I|I|bVII|bVII|bVI|bVI|X|V|I|I|bVII|bVII|bVI|bVI|X|V|I|I|bVII|bVII|bVI|bVI|X|V|V|I|IV|I|IV|I|IV|I|bVI|bVII|I|IV|I|IV|I|IV|I|bVI|bVII|bVII|N|N|N|N|N|I|IV|I|IV|I|IV|I|bVI|bVII|I|I|N|N|N
352,Good Vibrations,Marky Mark,1991-11-09,N|N|N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|I|ii|bVII|I|I|ii|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|I|ii|bVII|I|I|ii|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|I|ii|bVII|I|I|ii|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii|bVII|I|I|ii|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|I|ii|bVII|I|I|ii|bVII|I|I|ii|bVII|I|I|ii|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|I|ii7|bVII|I|X|X|X|X|X|N|N|N
353,I Can't Drive 55,Sammy Hagar,1984-11-17,N|N|N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|N
354,Philadelphia Freedom,Elton John,1975-04-05,N|I|I|IV|bIII|bVII|I|I|I|IV|bIII|bVII|I|I|I|I|I|II7|bIII|bVII|I|V|I|I|I|I|II7|bIII|bVII|I|I|IV|X|IV|I|I|IV|X|IV|I|I|bVII7|VI7|ii7|bVII7|VI7|bVI7|IV|IV|I|I|IV|I|ii7|I|IV|V|X|III7|vi|ii7|I|X|IV|ii7|I|IV|II|V7|IV|iii|ii7|ii7|ii7|ii7|I|I|IV|bIII|bVII|I|I|I|IV|bIII|bVII|I|I|I|I|I|II7|bIII|bVII|I|I|I|I|I|I|II7|bIII|bVII|I|I|IV|X|IV|I|I|IV|X|IV|I|I|bVII7|VI7|ii7|bVII7|VI7|bVI7|IV|IV|I|I|IV|I|ii7|I|IV|V|X|III7|vi|ii7|I|X|IV|ii7|I|IV|II|V7|IV|iii|ii7|ii7|ii7|ii7|I|I|IV|bIII|bVII|I|I|I|IV|bIII|bVII|I|I|I|IV|I|ii7|I|IV|V|X|III7|vi|ii7|I|X|IV|ii7|I|IV|II|V7|IV|iii|ii7|ii7|ii7|IV|iii|ii7|ii7|ii7|IV|iii|ii7|ii7|ii7|I|I|IV|bIII|bVII|I|I|I|IV|bIII|bVII|I|I|I|IV|bIII|bVII|I|I|I|IV|bIII|bVII|I|I|I|IV|bIII|bVII|I|I|N
355,"I Rise, I Fall",Johnny Tillotson,1964-06-20,N|N|N|I|vi|IV|V|I|I|vi|IV|V|I|IV|V|III|vi|IV|V|I|V|I|vi|IV|V|I|I|vi|IV|V|I|IV|V|III|vi|IV|V|I|I7|IV|iii7|IV|I|I7|IV|iii7|II7|V|V|IV|iii|ii|I|vi|IV|V|I|I|vi|IV|V|I|IV|V|III|vi|IV|V|I|I7|IV|V|V|I|vi|I|I|I|N|N|N
356,Dum Dum,Brenda Lee,1961-07-03,N|I7|IV7|I7|V7|V7|I7|IV7|I7|I7|IV7|I7|I7|IV7|I7|V7|N|I7|IV7|I7|I7|IV7|I7|I7|IV|V7|N|I7|IV7|I7|I7|IV7|I7|I7|IV7|I7|I7|V7|N|N|I7|IV7|I7|I7|IV7|I7|I7|IV|V7|N|I7|IV7|I7|I7|IV7|I7|I7|IV7|I7|I7|V7|N|I7|IV7|I7|I7|IV7|I7|I7|IV7|I7|V7|N|N|I7|IV7|I7|I7|IV7|I7|I7|IV|V7|N|I7|IV7|I7|I7|IV7|I7|I7|IV7|I7|I7|V7|N|N|I7|IV7|I7|I7|IV7|I7|I7|IV7|I7|V7|N|N|N
358,Superman,Donna Fargo,1973-02-24,N|N|N|V7|IV7|IV7|I|I|I|IV|I|V7|I|IV|V7|IV|I|V7|IV7|I|I|IV|I|V7|IV|I|IV|I|V7|IV|I|V7|IV7|I|I|V7|IV7|I|I|I|I|IV|I|V7|I|IV|V7|IV|I|V7|IV7|I|I|IV|I|V7|IV|I|IV|I|V7|IV|I|V7|IV7|I|I|IV|I|V7|IV|I|I|IV|I|V7|IV|I|I|N
359,Just Like Heaven,The Cure,1988-02-13,N|X|X|X|X|X|X|X|X|X|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|vi|bVII|vi|bVII|vi|bVII|IV|IV|IV|IV|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|vi|bVII|vi|bVII|vi|bVII|bVII|IV|IV|N|N|N
361,This Song,George Harrison,1977-01-15,N|I|I|I|I|I|I|I|I|I|I|I|IV|IV|X|X|I|bVII|IV|V7|V7|ii7|IV|bVII|ii7|vi7|II7|II7|II7|X|I|bVII|iii7|VI7|ii7|ii7|I|I|I|IV|IV|X|I|bVII|IV|V7|V7|ii7|IV|bVII|ii7|vi7|II7|II7|II7|X|I|bVII|iii7|VI7|ii7|ii7|I|I|I|IV|IV|X|X|I|bVII|IV|V7|V7|ii7|IV|bVII|ii7|vi7|II7|II7|II7|X|I|bVII|iii7|VI7|ii7|ii7|I|I|I|I|I|I|I|I|I|I|I|IV|IV|X|X|I|bVII|IV|V7|V7|ii7|IV|bVII|ii7|vi7|II7|II7|II7|X|I|bVII|iii7|VI7|ii7|ii7|ii7|I|I|I|I|I|I|I|IV|IV|X|I|bVII|IV|V7|V7|ii7|IV|bVII|ii7|vi7|II7|II7|II7|X|X|I|bVII|iii7|VI7|ii7|ii7|ii7|I|I|I|I|I|I|I|I|I|I|I|I|I|I|N
364,Evil Ways,Santana,1970-04-04,N|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|V7|V7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|V7|V7|V7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|IV7|i|IV7|IV7|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|V7|V7|V7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|i|IV7|IV7|N
366,Feelin' Stronger Every Day,Chicago,1973-08-25,N|vi7|Imaj7|II7|II|V|I|vi7|Imaj7|II7|II|V|I|V7|V7|V|bVII|IV|bVII|IV|I|bVII|IV|I|V|bVII|IV|bVII|IV|I|bVII|IV|I|iii7|vi7|iii7|vi7|Imaj7|II7|V|bVII|IV|bVII|IV|I|bVII|IV|I|V|bVII|IV|bVII|IV|I|bVII|IV|I|iii7|vi7|iii7|iii7|vi7|I|II|II|V|I|I|vi7|I|II|II|V|I|V7|V7|II|V|VI|V|II|V|III7|III7|III7|VII7|#IV|bII|bVI|#IV|III7|VII7|#IV|bII|bVI|#IV|#IV|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|III|VII|#IV7|#IV7|N
367,Undercover Angel,Alan O'Day,1977-08-27,N|X|X|IV|I|V|I|IV|Imaj7|iv|I|I|IV|I|V|I|IV|Imaj7|iv|I|IV|I|V|I|IV|Imaj7|iv|I|I7|X|vi7|bVI|X|I|vi7|V|I|V|vi|bVII|IV|I|II7|V|X|I|V|vi|bVII|IV|I|X|ii7|ii7|I7|X|vi7|bVI|X|I|Vmaj7|V|V|IV|I|V|I|IV|Imaj7|iv|I|IV|I|V|I|IV|Imaj7|iv|I|I7|X|vi7|bVI|X|I|vi7|V|I|V|vi|bVII|IV|I|II7|V|X|I|V|vi|bVII|IV|I|X|ii7|ii7|I7|X|vi7|bVI|X|I|Vmaj7|V|V|IV|I|V|I|IV|Imaj7|iv|I|IV|I|V|I|IV|Imaj7|I|I7|X|vi7|I7|X|vi7|I7|X|vi7|bVI|X|I|VI7|I|V|vi|bVII|IV|I|II7|V|X|I|V|vi|bVII|IV|I|X|ii7|I|V7|X|I|vi|V|I|V|vi|bVII|IV|I|II7|V|X|I|V|vi|bVII|bVII|N|N|N
369,Kind Of A Drag,The Buckinghams,1967-01-07,N|I|X|I|V7|V7|ii|V|ii|V|I|I|ii|V|ii|V|I|I|IV|X|IV|IV7|bVII|bVII|bvii|bvii|IV|bIII|IV|bIII|IV|IV|I|ii|V|ii|V|I|I|ii|V|ii|V|I|I|IV|X|IV|IV7|bVII|bVII|bvii|bvii|IV|bIII|IV|bIII|IV|IV|I|I|ii|V|ii|V|I|I|ii|V|ii|V|I|I|I|IV|X|IV|IV7|bVII|bVII|bvii|bvii|IV|bIII|IV|bIII|IV|bIII|IV|bIII|bIII|N|N|N
370,Kisses On The Wind,Neneh Cherry,1989-10-07,N|N|N|N|N|I|bVII|I|bVI|I|bVII|I|bVI|I|bVII|I|bVI|I|bVII|I|bVI|iv7|bIImaj7|iv7|v|v|I|bIII|bVII|I|bIII|bVII|I|X|bVII|bIII|bVII|IV|IV|N|N|N|vi7|bVII|vi7|bVImaj7|vi7|bVII|vi7|bVI|iv7|bIImaj7|iv7|v7|X|I|X|bVII|I|X|bVII|I|bIII|bVII|bIII|bVII|IV|IV|N|N|N|N|N|N|N|N|N|N|N|ii|ii|ii7|ii7|i|i|i7|i7|ii|ii|ii7|ii7|i7|i7|iv7|bIImaj7|iv7|v|v|I|bIII|bVII|I|bIII|bVII|I|bIII|bVII|bIII|bVII|IV|I|bIII|bVII|I|bIII|bVII|I|bIII|bVII|bIII|bVII|IV|I|bIII|bVII|I|bIII|bVII|I|bIII|bVII|bIII|bVII|IV|I|bIII|bVII|I|bIII|bVII|I|bIII|bVII|bIII|bVII|IV|I|I|N
371,Losing You,Brenda Lee,1963-06-29,N|I|vi|IV|V|V|I|vi|ii|V7|IV|I|I|vi|IVmaj7|ii7|V|X|V|I|vi|ii|V7|IV|I|I|vi|IVmaj7|V|I|bVI|bIII|iv|i|bII|ii|V|I|I|vi|vi|IVmaj7|IV|ii|V|I|vi|ii|V7|IV|I|I|vi|IVmaj7|V|V|I|vi|ii|V7|IV|I|I|I|vi|IVmaj7|V|V|I|vi|IV|I|I|N|N
372,Scarlet Fever,Kenny Rogers,1983-08-20,N|I|I|I|I|I|I|IV|I|IV|V|I|IV|IV|V|I|I|IV|I|IV|V|I|IV|IV|V|I|I|I|V|IV|I|IV|V|I|IV|IV|V|I|I|IV|X|V|X|I|IV|ii7|ii7|X|V|I|I|IV|X|V|X|I|IV|ii7|ii7|X|V|I|I|I|I|IV|I|IV|V|I|IV|IV|V|I|I|I|IV|I|IV|V|I|IV|IV|V|I|I|IV|X|V|X|I|IV|ii7|ii7|X|V|I|I|IV|X|V|X|I|IV|ii7|ii7|X|I|I|I|I|N|N|N
377,I Can't Stand The Rain,Ann Peebles,1973-09-22,N|N|N|N|N|N|N|I7|I7|IV7|I7|bVII|bVII|I|I|bIII7|bIII7|ii|V7|I7|I7|IV7|I7|I7|I7|IV7|I7|bVII|bVII|I|I|bIII7|bIII7|ii|V7|V7|I|bVII|I|bIII|I7|I7|IV7|I7|I7|I7|IV7|I7|I7|I7|IV7|I7|I7|N
380,Best Thing That Ever Happened To Me,Gladys Knight & The Pips,1974-06-08,N|N|N|I|I|I|I|IVmaj7|iv|Imaj7|Imaj7|Imaj7|ii7|ii7|X|V7|Imaj7|I7|IVmaj7|X|V7|Imaj7|Imaj7|vi|vi|vi|II7|X|V7|Imaj7|I7|IVmaj7|IVmaj7|ii7|V7|Imaj7|I7|IVmaj7|V7|Imaj7|IVmaj7|ii7|V7|Imaj7|IVmaj7|ii7|V7|V7|Imaj7|ii|Imaj7|X|VI7|VI7|IImaj7|IImaj7|iii7|iii7|X|VI7|IImaj7|II7|Vmaj7|X|VI7|IImaj7|IImaj7|vii|vii|vii|III7|X|VI7|IImaj7|II7|Vmaj7|Vmaj7|iii7|VI7|IImaj7|II7|Vmaj7|VI7|IImaj7|Vmaj7|iii7|VI7|IImaj7|Vmaj7|iii7|VI7|IImaj7|Vmaj7|iii7|N|VI7|N|N|II|II|II|II|Vmaj7|v|IImaj7|N|N|N
381,Hocus Pocus,Focus,1973-03-31,N|X|X|V|VImaj7|III|III|bII|i7|X|X|V|VI|IV|IV|II|V|X|X|V|VImaj7|III|III|bII|i7|X|X|V|VI|IV|IV|II|V|X|X|V|VImaj7|III|III|bII|i7|X|X|V|VI|IV|IV|II|V|X|X|V|VImaj7|III|III|bII|i7|X|X|V|VI|IV|IV|II|V|i|III|IV|IV|iv|VI|VII|VII|VII|v7|N|N|N|N|i7|v7|VI|III|iv|i7|II|V|i7|v7|VI|III|iv|i7|II|V|I|bII|III|iv|v|VI|VII|I|I|I|X|X|V|VImaj7|III|III|bII|i7|X|X|V|VI|IV|IV|II|V|X|X|V|VImaj7|III|III|bII|i7|X|X|V|VI|IV|IV|II|V|i|III|IV|IV|iv|VI|VII|VII|VII|v7|N|N|N|N|i|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|X|X|V|VImaj7|III|III|bII|i7|X|X|V|VI|IV|IV|II|V|X|X|V|VImaj7|III|III|bII|i7|X|X|V|VI|IV|IV|II|V|i|III|IV|IV|iv|VI|VII|VII|VII|v7|N|N|N|N|i7|v7|VI|III|iv|i7|II|V|i7|v7|VI|III|iv|i7|II|V|I|bII|III|iv|v|VI|VII|I|I|I|X|X|V|VImaj7|III|III|bII|i7|X|X|V|VI|IV|IV|II|V|X|X|V|VImaj7|III|III|bII|i7|X|X|V|VI|IV|IV|II|V|i|III|IV|IV|iv|VI|VII|VII|VII|v7|N|N|N|N|i|i|N|N|N
382,Where The Streets Have No Name,Pet Shop Boys,1991-06-08,N|N|N|N|ii7|I|ii7|I|I|I|I7|I|I7|I|I7|IV|IV|vi|vi|V|V|bVII|bVII|bVII|bVII|I|I7|I|I7|I|I7|IV|IV|vi|vi|V|V|bVII|bVII|bVII|bVII|I|I|I|I|IV|IV|IV|IV|vi|vi|V|V|bVII|bVII|bVII|bVII|bVII|bVI|bVI|bIII|bIII|bVI|bVI|bIII|I7|I7|I7|iv7|bVII7|v7|i7|iv7|iv7|X|X|I|I7|I|I7|I|I7|IV|IV|vi|vi|V|V|bVII|bVII|bVII|bVII|I|I|I|I|IV|IV|IV|IV|vi|vi|V|V|bVII|bVII|bVII|bVII|bVII|bVI|bVI|bIII|I7|I7|iv7|bVII7|v7|i7|i7|iv7|iv7|X|X|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|N
383,Sunshine Superman,Donovan,1966-08-13,N|X|X|X|X|X|X|X|X|X|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|IV7|IV7|I7|I7|I7|I7|V7|V7|IV7|IV7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|IV7|IV7|I7|I7|I7|I7|V7|V7|IV7|IV7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|IV7|IV7|I7|I7|I7|I7|V7|V7|IV7|IV7|I7|I7|I7|I7|V7|V7|IV7|IV7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|IV7|IV7|I7|I7|I7|I7|V7|V7|IV7|IV7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|IV7|IV7|I7|I7|I7|I7|V7|V7|IV7|IV7|I7|I7|I7|I7|V7|V7|IV7|IV7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|N
384,If You Love Somebody Set Them Free,Sting,1985-08-10,N|i|i|i|i|i|i|i|i|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|#vi|#vi|IV7|IV7|#vi|#vi|IV7|i7|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|#vi|#vi|IV7|IV7|#vi|#vi|IV7|i7|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|iv7|III|VII|VII|iv7|III|VII|VII|iv7|III|VII|VII|iv7|III|VII|VII|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|#vi|#vi|IV7|IV7|#vi|#vi|IV7|i7|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|i7|i7|IV|IV|i|i7|IV|IV|IV|N
385,Hold On,Wilson Phillips,1990-04-14,N|N|I|I|I|V|IV|V|I|V|IV|IV|IV|IV|vi|iii7|IV|X|I|V|IV|V|I|V|IV|V|I|V|IV|V|vi|iii7|IV|V|I|IV|V|I|I|IV|V|I|I|IV|V|I|IV|I|ii7|X|IV|I|ii7|X|N|N|I|V|IV|V|I|V|IV|V|V|I|V|IV|iii|vi|IV|X|I|V|IV|V|I|V|IV|V|I|V|IV|iii|vi|iii7|IV|X|I|IV|V|I|I|IV|V|I|I|IV|V|I|IV|I|ii7|X|IV|I|ii7|X|N|I|V|IV|V|I|V|IV|I|V|IV|V|I|V|IV|N|N|N|N|X|X|IV|I|ii7|X|I|IV|V|I|I|IV|V|I|I|IV|V|I|IV|I|ii7|X|I|IV|X|I|I|IV|X|I|I|N|N|N
